Song Name,Artist,Genre,Popularity,Danceability ,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
betty,Taylor Swift,"['pop', 'post-teen pop']",71,0.593,0.377,-8.761,0.0253,0.6,0.0976,95.939,294521,0.502
BLIND (feat. Young Thug),DaBaby,"['north carolina hip hop', 'rap']",69,0.709,0.679,-6.503,0.346,0.0115,0.0971,162.973,153467,0.754
illicit affairs,Taylor Swift,"['pop', 'post-teen pop']",70,0.559,0.31,-10.445,0.0338,0.881,0.106,119.845,190898,0.46
Freak,Doja Cat,"['dance pop', 'pop']",75,0.688,0.716,-5.702,0.0385,0.0969,0.0989,116.912,284480,0.373
PUNANI,6ix9ine,"['emo rap', 'rap']",58,0.841,0.541,-7.121,0.229,0.0186,0.123,97.961,115255,0.42
Bl?ulich,Apache 207,['german hip hop'],60,0.79,0.704,-7.935,0.417,0.069,0.113,154.007,196213,0.212
Never Let Me Down,"VIZE, Tom Gregory","['dance pop', 'german dance', 'pop dance', 'slap house', 'tropical house']",61,0.758,0.848,-3.84,0.0457,0.21,0.114,127.96,153149,0.706
Savage,Megan Thee Stallion,"['houston rap', 'pop', 'pop rap', 'trap queen']",75,0.843,0.741,-5.609,0.334,0.0252,0.096,168.983,155497,0.68
mad woman,Taylor Swift,"['pop', 'post-teen pop']",67,0.592,0.699,-8.995,0.0471,0.655,0.114,141.916,237258,0.506
epiphany,Taylor Swift,"['pop', 'post-teen pop']",66,0.354,0.267,-13.69,0.0281,0.731,0.0858,94.219,289749,0.113
peace,Taylor Swift,"['pop', 'post-teen pop']",67,0.647,0.272,-12.906,0.0916,0.918,0.0918,150.044,234000,0.339
Move Ya Hips (feat. Nicki Minaj & MadeinTYO),A$AP Ferg,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",61,0.808,0.676,-4.902,0.223,0.0618,0.11,144.018,144973,0.0763
Sie ruft,Apache 207,['german hip hop'],59,0.819,0.507,-7.336,0.0881,0.482,0.105,130.009,152013,0.634
Tilidin Weg,Bonez MC,"['german hip hop', 'hamburg hip hop']",60,0.882,0.526,-8.553,0.237,0.118,0.0835,109.075,180950,0.182
Over Your Head,"Future, Lil Uzi Vert","['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",59,0.773,0.742,-5.453,0.162,0.00198,0.558,148.949,186843,0.35
hoax,Taylor Swift,"['pop', 'post-teen pop']",66,0.662,0.181,-15.065,0.0415,0.966,0.133,118.819,220043,0.429
Blood On My Jeans,Juice WRLD,"['chicago rap', 'melodic rap']",73,0.868,0.55,-6.417,0.226,0.183,0.109,117.943,154767,0.464
Narrow Road (feat. Lil Baby),NLE Choppa,['memphis hip hop'],64,0.614,0.553,-8.225,0.169,0.0306,0.203,159.999,240297,0.161
Amarillo,J Balvin,"['latin', 'reggaeton', 'reggaeton colombiano']",73,0.641,0.857,-5.725,0.301,0.013,0.0695,122.728,157733,0.961
Singapur,"El Alfa, Chael Produciendo","['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",69,0.853,0.909,-2.473,0.229,0.0522,0.129,112.987,178407,0.803
Tattoo,Rauw Alejandro,"['puerto rican pop', 'trap latino']",78,0.848,0.637,-5.132,0.156,0.0413,0.0521,96.988,222680,0.698
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",71,0.818,0.598,-5.948,0.113,0.0573,0.634,111.052,231618,0.331
Morado,J Balvin,"['latin', 'reggaeton', 'reggaeton colombiano']",71,0.881,0.696,-3.838,0.0797,0.137,0.0927,97.002,200667,0.781
Lion King On Ice,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",64,0.732,0.663,-7.616,0.192,0.0819,0.115,139.964,210587,0.227
Andere Welt,"Capital Bra, Clueso, KC Rebell",['german hip hop'],60,0.692,0.764,-5.233,0.113,0.574,0.106,84.029,189686,0.564
TELL ME WHY,The Kid LAROI,['australian hip hop'],71,0.6,0.723,-4.928,0.158,0.109,0.167,149.881,195268,0.463
Stay High,Juice WRLD,"['chicago rap', 'melodic rap']",75,0.745,0.5,-6.184,0.135,0.439,0.0943,76.968,168685,0.433
What Makes You Beautiful,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",82,0.726,0.787,-2.494,0.0737,0.009,0.0596,124.99,199987,0.888
Shit Changed,"Ufo361, Sonus030","['german cloud rap', 'german hip hop']",52,0.824,0.528,-9.236,0.175,0.144,0.104,157.005,183839,0.32
Tell Me U Luv Me (with Trippie Redd),Juice WRLD,"['chicago rap', 'melodic rap']",72,0.66,0.76,-5.726,0.0787,0.291,0.632,127.984,180129,0.394
Bad Energy,Juice WRLD,"['chicago rap', 'melodic rap']",72,0.654,0.452,-6.36,0.0439,0.17,0.114,138.034,186749,0.532
Titanic,Juice WRLD,"['chicago rap', 'melodic rap']",71,0.567,0.545,-6.668,0.0448,0.168,0.112,174.146,176650,0.234
Skechers,DripReport,['viral rap'],73,0.903,0.327,-9.727,0.0877,0.26,0.108,100.008,106000,0.274
The Bigger Picture,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",70,0.59,0.618,-5.756,0.334,0.0127,0.244,96.459,252729,0.153
Story of My Life,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",81,0.6,0.663,-5.802,0.0477,0.225,0.119,121.07,245493,0.286
Party Girl (Remix),"StaySolidRocky, Lil Uzi Vert",['melodic rap'],62,0.752,0.375,-10.157,0.204,0.533,0.175,129.995,147673,0.591
Up Up And Away,Juice WRLD,"['chicago rap', 'melodic rap']",72,0.661,0.665,-6.356,0.053,0.538,0.0981,75.059,147548,0.486
Man Of The Year,Juice WRLD,"['chicago rap', 'melodic rap']",73,0.621,0.695,-5.124,0.0911,0.00584,0.086,173.966,136408,0.298
Fighting Demons,Juice WRLD,"['chicago rap', 'melodic rap']",70,0.707,0.67,-6.328,0.257,0.0813,0.098,163.099,200629,0.235
Can't Die,Juice WRLD,"['chicago rap', 'melodic rap']",71,0.652,0.671,-5.89,0.0756,0.0222,0.107,84.008,182922,0.274
Screw Juice,Juice WRLD,"['chicago rap', 'melodic rap']",69,0.595,0.528,-7.371,0.0935,0.082,0.142,150.075,179464,0.515
Past Life (with Selena Gomez),Trevor Daniel,"['alternative r&b', 'melodic rap', 'pop rap']",47,0.575,0.543,-5.062,0.0529,0.102,0.176,159.905,186480,0.283
I Want It,Juice WRLD,"['chicago rap', 'melodic rap']",69,0.288,0.638,-6.935,0.0779,0.133,0.14,66.424,173114,0.147
Ransom,Lil Tecca,"['melodic rap', 'rap', 'trap']",80,0.745,0.642,-6.257,0.287,0.0204,0.0658,179.974,131240,0.226
Diosa,Myke Towers,['trap latino'],74,0.801,0.745,-3.733,0.063,0.398,0.153,104.965,214013,0.245
Never Know (feat. SHIRIN DAVID),Luciano,"['german drill', 'german hip hop']",60,0.874,0.542,-7.064,0.344,0.0621,0.181,142.016,196933,0.481
La Dif?cil,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",78,0.685,0.848,-4.561,0.0858,0.0861,0.0783,179.87,163084,0.761
TROLLZ (with Nicki Minaj),6ix9ine,"['emo rap', 'rap']",65,0.744,0.422,-8.946,0.294,0.0319,0.11,180.006,202667,0.493
Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus","['lgbtq+ hip hop', 'pop rap']",81,0.878,0.619,-5.56,0.102,0.0533,0.113,136.041,157067,0.639
The Adventures of Moon Man & Slim Shady (with Eminem),Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",67,0.88,0.787,-5.189,0.118,0.226,0.12,113.018,264834,0.588
China,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin","['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",77,0.786,0.808,-3.702,0.0882,0.0846,0.0822,105.027,301714,0.609
Hola - Remix,"Dalex, Lenny Tav?rez, Chencho Corleone, Juhn, D?melo Flow","['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",77,0.654,0.672,-5.98,0.311,0.471,0.0781,181.857,249520,0.343
Ignorantes,"Bad Bunny, Sech","['latin', 'reggaeton', 'trap latino']",74,0.85,0.536,-5.161,0.0599,0.267,0.0996,96.029,210607,0.505
Yummy,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",72,0.687,0.514,-6.612,0.0897,0.366,0.116,145.921,210427,0.494
High Fashion (feat. Mustard),Roddy Ricch,"['melodic rap', 'rap', 'trap']",77,0.831,0.499,-8.442,0.114,0.269,0.3,97.956,220487,0.511
Like That (feat. Gucci Mane),Doja Cat,"['dance pop', 'pop']",77,0.879,0.498,-6.027,0.18,0.239,0.0967,106.044,163173,0.405
Goodbyes (feat. Young Thug),Post Malone,"['dfw rap', 'melodic rap', 'rap']",78,0.548,0.653,-3.875,0.081,0.456,0.103,150.068,174853,0.163
BOP,DaBaby,"['north carolina hip hop', 'rap']",80,0.769,0.787,-3.909,0.367,0.189,0.129,126.77,159715,0.836
Sigues Con El,"D?melo Flow, Arcangel, Sech","['latin', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",75,0.883,0.668,-2.957,0.113,0.11,0.0734,87.972,226533,0.676
Anxiety - Intro,Juice WRLD,"['chicago rap', 'melodic rap']",60,0.307,0.528,-11.337,0.108,0.972,0.222,174.795,70395,0.58
Juice WRLD Speaks From Heaven - Outro,Juice WRLD,"['chicago rap', 'melodic rap']",59,0.392,0.373,-14.097,0.0968,0.991,0.545,121.678,30583,0.519
"The Man, The Myth, The Legend - Interlude",Juice WRLD,"['chicago rap', 'melodic rap']",58,0.667,0.447,-14.625,0.761,0.916,0.612,83.534,136545,0.829
Tiefschwarz (feat. Samra),Kontra K,"['christlicher rap', 'german hip hop']",62,0.751,0.783,-5.926,0.22,0.0715,0.114,94.003,189739,0.379
Wash Us In The Blood,"Kanye West, Travis Scott","['chicago rap', 'rap']",64,0.67,0.847,-4.85,0.409,0.184,0.304,137.22,189827,0.381
Gangstas,Pop Smoke,['brooklyn drill'],71,0.548,0.506,-7.434,0.102,0.203,0.0788,119.987,160000,0.557
Monster,Red Velvet - IRENE & SEULGI,['k-pop'],70,0.631,0.748,-2.569,0.0488,0.212,0.537,115.665,178413,0.351
YAYA,6ix9ine,"['emo rap', 'rap']",60,0.672,0.733,-5.377,0.0566,0.00289,0.199,105.043,149857,0.354
Narcos,Anuel AA,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",68,0.614,0.746,-3.527,0.196,0.347,0.0874,168.072,259250,0.601
This City,Sam Fischer,"['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop']",80,0.605,0.377,-6.213,0.0443,0.733,0.0808,73.877,194853,0.519
Make It Rain (feat. Rowdy Rebel),Pop Smoke,['brooklyn drill'],62,0.5,0.767,-4.105,0.403,0.162,0.385,159.477,202443,0.58
Lalala,"Y2K, bbno$",['pop rap'],77,0.843,0.39,-7.899,0.0846,0.178,0.137,129.972,160627,0.495
Something Special,Pop Smoke,['brooklyn drill'],72,0.739,0.616,-6.963,0.0338,0.252,0.101,91.071,158466,0.654
Aim For The Moon (feat. Quavo),Pop Smoke,['brooklyn drill'],67,0.713,0.605,-7.487,0.107,0.497,0.115,142.025,175756,0.432
44 BullDog,Pop Smoke,['brooklyn drill'],66,0.8,0.564,-5.817,0.4,0.0287,0.112,139.989,150857,0.318
Creature (feat. Swae Lee),Pop Smoke,['brooklyn drill'],66,0.794,0.717,-5.73,0.251,0.0511,0.195,141.881,202816,0.372
Yea Yea,Pop Smoke,['brooklyn drill'],63,0.717,0.474,-8.383,0.403,0.0509,0.139,123.906,185804,0.448
Enjoy Yourself (feat. Karol G),Pop Smoke,['brooklyn drill'],70,0.764,0.676,-6.761,0.0927,0.389,0.215,97.02,197938,0.461
Bad Bitch From Tokyo (Intro),Pop Smoke,['brooklyn drill'],59,0.645,0.64,-6.871,0.179,0.395,0.286,140.248,48000,0.674
Snitching (feat. Quavo & Future),Pop Smoke,['brooklyn drill'],59,0.944,0.579,-4.961,0.191,0.0381,0.253,135.033,259346,0.769
West Coast Shit (feat. Tyga & Quavo),Pop Smoke,['brooklyn drill'],61,0.831,0.762,-5.656,0.207,0.0885,0.107,99.999,192000,0.495
Deep End Freestyle,"Sleepy Hallow, Foushe?","['brooklyn drill', 'nyc rap']",72,0.868,0.479,-6.687,0.445,0.703,0.102,133.928,115200,0.776
Tommy Lee (feat. Post Malone),Tyla Yaweh,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']",73,0.457,0.621,-5.923,0.138,0.218,0.0944,85.359,224638,0.634
Tunnel Vision (Outro),Pop Smoke,['brooklyn drill'],60,0.718,0.66,-7.39,0.325,0.363,0.159,142.879,132587,0.659
Si Veo a Tu Mam?,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",80,0.9,0.603,-5.313,0.0646,0.402,0.134,129.928,170972,0.824
Prospect (ft. Lil Baby),iann dior,"['melodic rap', 'pop rap']",68,0.816,0.579,-6.097,0.0867,0.203,0.127,120.078,226314,0.43
No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny","['latin', 'reggaeton', 'trap latino']",77,0.806,0.786,-3.831,0.0741,0.145,0.0935,91.973,309120,0.58
El Manual,Anuel AA,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",67,0.843,0.845,-2.344,0.0503,0.35,0.0527,126.989,210624,0.898
Thunder,Imagine Dragons,"['modern rock', 'pop', 'rock']",83,0.605,0.822,-4.833,0.0438,0.00671,0.147,167.997,187147,0.288
El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex","['puerto rican pop', 'trap latino']",73,0.771,0.769,-3.504,0.0694,0.18,0.345,167.969,289899,0.931
Better Now,Post Malone,"['dfw rap', 'melodic rap', 'rap']",81,0.68,0.578,-5.804,0.04,0.331,0.135,145.038,231267,0.341
Don't Stop Believin',Journey,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",81,0.5,0.748,-9.072,0.0363,0.127,0.447,118.852,250987,0.514
BLACK PARADE,Beyonc?,"['dance pop', 'pop', 'post-teen pop', 'r&b']",61,0.824,0.555,-5.817,0.05,0.00337,0.217,120.002,281273,0.0611
XXL,"Miksu / Macloud, Summer Cem, Luciano, Jamule",['german hip hop'],64,0.798,0.527,-7.671,0.0447,0.227,0.108,114.008,166173,0.548
Daisies,Katy Perry,"['dance pop', 'pop', 'post-teen pop']",68,0.639,0.546,-5.382,0.0407,0.0837,0.122,122.179,173124,0.149
Emotionally Scarred,Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",71,0.585,0.641,-4.269,0.133,0.0286,0.316,88.284,197530,0.266
Myron,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",76,0.771,0.654,-6.976,0.298,0.055,0.214,155.047,224955,0.573
MORE & MORE,TWICE,"['k-pop', 'k-pop girl group']",70,0.739,0.841,-4.162,0.06,0.0312,0.173,106.99,199653,0.562
Girls in the Hood,Megan Thee Stallion,"['houston rap', 'pop', 'pop rap', 'trap queen']",72,0.821,0.863,-3.159,0.353,0.00824,0.0377,180.013,154324,0.874
Parasite Eve,Bring Me The Horizon,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",67,0.589,0.797,-5.464,0.15,0.0289,0.383,102.489,291813,0.232
Sucker,Jonas Brothers,"['boy band', 'dance pop', 'pop', 'post-teen pop']",81,0.842,0.734,-5.065,0.0588,0.0427,0.106,137.958,181027,0.952
I Like Me Better,Lauv,"['dance pop', 'electropop', 'pop', 'post-teen pop']",82,0.752,0.505,-7.621,0.253,0.535,0.104,91.97,197437,0.419
High Hopes,Panic! At The Disco,['modern rock'],81,0.579,0.904,-2.729,0.0618,0.193,0.064,82.014,190947,0.681
Money In The Grave (Drake ft. Rick Ross),Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",78,0.831,0.502,-4.045,0.046,0.101,0.122,100.541,205427,0.101
Say So (feat. Nicki Minaj),Doja Cat,"['dance pop', 'pop']",69,0.856,0.641,-4.64,0.204,0.119,0.427,111.004,206221,0.745
Know Your Worth,"Khalid, Disclosure",['pop'],76,0.79,0.694,-7.726,0.0708,0.145,0.281,103.007,181436,0.508
No Idea,Don Toliver,"['rap', 'trap']",80,0.652,0.631,-5.718,0.0893,0.524,0.165,127.998,154424,0.35
Airwaves,Pashanim,"['german alternative rap', 'german drill', 'german hip hop', 'german trap']",71,0.885,0.578,-7.416,0.0783,0.0739,0.102,131.999,178933,0.388
Kill This Love,BLACKPINK,"['k-pop', 'k-pop girl group']",76,0.763,0.835,-5.234,0.191,0.323,0.225,131.875,191050,0.645
Lights Up,Harry Styles,"['pop', 'post-teen pop']",75,0.575,0.621,-8.165,0.032,0.0392,0.141,101.987,172213,0.27
Lose You To Love Me,Selena Gomez,"['dance pop', 'pop', 'post-teen pop']",81,0.488,0.343,-8.985,0.0436,0.556,0.21,102.819,206459,0.0978
Girls Like You (feat. Cardi B),Maroon 5,"['pop', 'pop rock']",66,0.851,0.541,-6.825,0.0505,0.568,0.13,124.959,235545,0.448
PA' ROMPERLA,"Bad Bunny, Don Omar","['latin', 'reggaeton', 'trap latino']",72,0.772,0.83,-5.019,0.0599,0.016,0.0843,94.011,194200,0.697
VACATION,Tyga,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",51,0.821,0.61,-6.22,0.0959,0.0247,0.185,110.973,192936,0.47
Big Body Benz,Bonez MC,"['german hip hop', 'hamburg hip hop']",61,0.884,0.451,-8.969,0.393,0.0731,0.268,94.024,148284,0.311
Ich wei©¬ nicht mal wie sie hei©¬t,"Capital Bra, Bozza",['german hip hop'],57,0.498,0.836,-3.905,0.184,0.525,0.0994,199.846,168750,0.609
F?tbol & Rumba (feat. Enrique Iglesias),Anuel AA,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",67,0.735,0.916,-2.082,0.117,0.397,0.0918,167.994,221429,0.691
Bleed,A Boogie Wit da Hoodie,"['melodic rap', 'pop rap', 'rap', 'trap']",61,0.698,0.572,-7.735,0.198,0.135,0.154,71.446,176959,0.391
Snow On Tha Bluff,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",66,0.586,0.512,-8.819,0.0668,0.723,0.119,75.857,235480,0.235
Djomb - Bien ou quoi,Bosh,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",64,0.945,0.676,-6.6,0.207,0.172,0.322,123.109,141893,0.631
In Your Eyes (feat. Alida),"Alida, Robin Schulz","['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",71,0.57,0.672,-5.888,0.0716,0.172,0.0768,120.018,208222,0.461
Shotta Flow 5,NLE Choppa,['memphis hip hop'],62,0.806,0.749,-5.268,0.328,0.0838,0.0621,140.032,145167,0.77
IDK You Yet,Alexander 23,"['alt z', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",79,0.648,0.308,-11.729,0.04,0.886,0.124,76.997,184638,0.198
Piece Of Your Heart,"MEDUZA, Goodboys","['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']",79,0.677,0.744,-6.806,0.0295,0.0404,0.074,124.08,152913,0.631
Na Raba Toma Tap?o,Niack,['funk carioca'],61,0.962,0.787,1.509,0.0554,0.666,0.176,130.003,165231,0.968
La Santa,"Bad Bunny, Daddy Yankee","['latin', 'reggaeton', 'trap latino']",79,0.744,0.868,-4.524,0.047,0.0326,0.0822,93.037,206420,0.586
Make You Mine,PUBLIC,['indie rockism'],77,0.606,0.799,-4.452,0.0261,0.0128,0.15,103.014,232907,0.638
ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,DaBaby,"['north carolina hip hop', 'rap']",62,0.747,0.689,-7.246,0.242,0.197,0.0884,89.901,204547,0.75
Make It Rain,"Pop Smoke, Rowdy Rebel",['brooklyn drill'],64,0.54,0.77,-3.981,0.389,0.194,0.372,159.494,204000,0.565
M' Manc (con Geolier & Sfera Ebbasta),Shablo,['italian hip hop'],66,0.703,0.704,-6.117,0.0641,0.048,0.41,139.933,180000,0.725
Emotions 2.0,"Ufo361, C?LINE","['german cloud rap', 'german hip hop']",65,0.788,0.491,-9.884,0.109,0.386,0.107,98.543,146028,0.271
P2,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",73,0.775,0.72,-5.353,0.193,0.0236,0.114,155.086,234627,0.49
Selfish,Madison Beer,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",70,0.375,0.461,-6.202,0.0279,0.627,0.386,75.217,223270,0.233
Turks (with Gunna & ft. Travis Scott),NAV,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",67,0.894,0.618,-4.356,0.129,0.0808,0.558,119.1,161320,0.379
BYE ME FUI,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",72,0.712,0.599,-6.342,0.112,0.412,0.103,179.788,178000,0.588
Vete,Bad Bunny,"['latin', 'reggaeton', 'trap latino']",78,0.886,0.672,-4.394,0.188,0.0363,0.101,91.976,192024,0.526
Like It Is,"Kygo, Zara Larsson, Tyga","['edm', 'pop', 'pop dance', 'tropical house']",68,0.794,0.728,-6.759,0.114,0.121,0.227,105.024,183067,0.36
My Oh My (feat. DaBaby),Camila Cabello,"['dance pop', 'electropop', 'pop', 'post-teen pop']",78,0.724,0.491,-6.024,0.0296,0.018,0.0887,105.046,170746,0.383
Let Me Down Slowly,Alec Benjamin,"['alt z', 'electropop', 'pop']",82,0.652,0.557,-5.714,0.0318,0.74,0.124,150.073,169354,0.483
BELIEVE IT,"PARTYNEXTDOOR, Rihanna","['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",74,0.43,0.7,-5.35,0.264,0.0902,0.216,158.373,183219,0.731
Boot,Apache 207,['german hip hop'],54,0.534,0.565,-7.546,0.307,0.0627,0.112,194.034,193360,0.529
Riot,XXXTENTACION,"['emo rap', 'miami hip hop']",70,0.509,0.542,-8.027,0.442,0.019,0.23,97.767,78681,0.151
VALLA NEIN (feat. Luciano),"KC Rebell, Summer Cem","['german drill', 'german hip hop']",55,0.761,0.657,-7.246,0.138,0.114,0.356,135.909,182040,0.589
I¡¯m Ready (with Demi Lovato),Sam Smith,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",68,0.501,0.674,-6.363,0.0408,0.00346,0.282,155.051,200838,0.152
This Is America,Childish Gambino,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",71,0.854,0.463,-6.159,0.137,0.117,0.354,120.024,225773,0.549
Fantasias,"Rauw Alejandro, Farruko","['puerto rican pop', 'trap latino']",75,0.879,0.703,-4.219,0.0701,0.143,0.0569,94.004,199711,0.788
BAD CON NICKY,"Bad Bunny, Nicky Jam","['latin', 'reggaeton', 'trap latino']",71,0.59,0.729,-4.95,0.0893,0.321,0.659,93.094,202240,0.712
If I Can't Have You,Shawn Mendes,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",76,0.692,0.809,-4.198,0.0602,0.524,0.147,123.911,190800,0.864
What A Man Gotta Do,Jonas Brothers,"['boy band', 'dance pop', 'pop', 'post-teen pop']",77,0.852,0.698,-7.206,0.0629,0.00839,0.0773,113.039,180645,0.324
Callaita,"Bad Bunny, Tainy","['latin', 'reggaeton', 'trap latino']",81,0.61,0.624,-4.773,0.309,0.6,0.243,176.169,250534,0.244
Solitaires (feat. Travis Scott),Future,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",67,0.691,0.632,-7.598,0.0513,0.122,0.0646,169.982,205666,0.488
XO Tour Llif3,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",82,0.732,0.75,-6.366,0.231,0.00264,0.109,155.096,182707,0.401
changes,XXXTENTACION,"['emo rap', 'miami hip hop']",81,0.669,0.308,-10.068,0.029,0.883,0.0984,64.934,121887,0.52
Suicidal (Remix) [feat. Juice WRLD],YNW Melly,"['melodic rap', 'trap']",76,0.655,0.441,-5.245,0.0629,0.474,0.099,139.957,225857,0.273
Level of Concern,Twenty One Pilots,"['modern rock', 'rock']",72,0.754,0.583,-7.34,0.0432,0.32,0.144,122.012,220051,0.77
Alice,Lady Gaga,"['dance pop', 'pop', 'post-teen pop']",64,0.723,0.88,-4.287,0.038,0.00334,0.0632,123.036,177600,0.323
Free Woman,Lady Gaga,"['dance pop', 'pop', 'post-teen pop']",63,0.731,0.927,-3.634,0.0781,0.0228,0.187,119.006,191467,0.478
Fun Tonight,Lady Gaga,"['dance pop', 'pop', 'post-teen pop']",58,0.645,0.923,-4.262,0.0725,0.364,0.14,117.945,173427,0.323
Sine From Above (with Elton John),Lady Gaga,"['dance pop', 'pop', 'post-teen pop']",60,0.642,0.792,-5.746,0.0488,0.158,0.68,122.965,244880,0.0903
Enigma,Lady Gaga,"['dance pop', 'pop', 'post-teen pop']",59,0.669,0.804,-4.035,0.036,0.0306,0.694,116.001,179760,0.184
Replay,Lady Gaga,"['dance pop', 'pop', 'post-teen pop']",63,0.658,0.878,-3.875,0.123,0.00792,0.944,122.015,186653,0.683
Plastic Doll,Lady Gaga,"['dance pop', 'pop', 'post-teen pop']",58,0.743,0.853,-4.842,0.04,0.0019,0.0872,121.028,221667,0.422
